SF,direction,SF1
St_Fagans_Castle,NE,Cancer_Research_UK
St_Fagans_Castle,NE,Celtic_Road
St_Fagans_Castle,NE,Cancer_Research_Wales_Library_Within_Velindre_Hospital
St_Fagans_Castle,NE,Octopus_Creative_Design
St_Fagans_Castle,NE,William_Hill
St_Fagans_Castle,NE,C_G_Rees_Supply_Ltd
St_Fagans_Castle,NE,Denison
St_Fagans_Castle,E,Boiler_Plant_Maintenance_Glamorgan_Ltd
St_Fagans_Castle,E,Playin_Field
St_Fagans_Castle,SW,Tennis_Courts
St_Fagans_Castle,SE,Culver_Holdings_Plc
St_Fagans_Castle,NE,Schools_Into_Europe
St_Fagans_Castle,E,Maplin_Electronics
St_Fagans_Castle,N,Plymouth_Arms
St_Fagans_Castle,NE,Nature_Reserve
St_Fagans_Castle,NE,King_Georges_Field_Playing_Fields
St_Fagans_Castle,E,Tuck_in_Grill_House
St_Fagans_National_History_Museum,E,St_Fagans_Castle
St_Fagans_National_History_Museum,N,Electricity_Sub_Station
St_Fagans_National_History_Museum,N,Chris_Leach_&_Associates_Ltd
St_Fagans_National_History_Museum,E,Hafal
St_Fagans_National_History_Museum,N,Garth_Olwg
St_Fagans_National_History_Museum,N,Pylon
St_Fagans_National_History_Museum,W,Water_Wheel
St_Fagans_National_History_Museum,NW,Hill_Cottage
St_Fagans_National_History_Museum,N,Devine_Wines_Ltd
St_Fagans_National_History_Museum,NE,Agri_Sgj_Ltd
St_Fagans_National_History_Museum,N,Plymouth_Earl_of_Estates_Ltd
St_Fagans_National_History_Museum,S,Sluice
St_Fagans_National_History_Museum,E,Greenwood_Lane
St_Fagans_National_History_Museum,N,Ashvale_Contractors_Ltd
St_Fagans_National_History_Museum,NW,Refuse_Tip-Disused
St_Fagans_National_History_Museum,N,Tumulus
St_Fagans_National_History_Museum,N,Foot_Bridge
St_Fagans_National_History_Museum,N,Ynys_Bridge
St_Fagans_National_History_Museum,S,Tennis_Courts
St_Fagans_National_History_Museum,E,Plymouth_Arms
St_Fagans_National_History_Museum,N,Quarry_Disused
St_Fagans_National_History_Museum,NW,Tynycoed_Farm_Independant_Hospital
St_Mary_of_the_Angels_R_C_Church_Canton,E,Cardiff_Arms_Park
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Cardiff_Athletics_Stadium
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Cardiff_City_Stadium
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Cardiff_International_Sports_Stadium
St_Mary_of_the_Angels_R_C_Church_Canton,E,Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier
St_Mary_of_the_Angels_R_C_Church_Canton,E,Hilton_Cardiff
St_Mary_of_the_Angels_R_C_Church_Canton,SE,Millennium_Stadium
St_Mary_of_the_Angels_R_C_Church_Canton,E,National_Museum_Cardiff
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Whitchurch_Hospital
St_Mary_of_the_Angels_R_C_Church_Canton,N,Birchgrove_railway_station
St_Mary_of_the_Angels_R_C_Church_Canton,N,NatWest
St_Mary_of_the_Angels_R_C_Church_Canton,E,National_Car_Parks_Plc
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Cash_Machine-Royal_Bank_of_Scotland
St_Mary_of_the_Angels_R_C_Church_Canton,SE,Rugby_Football_Ground
St_Mary_of_the_Angels_R_C_Church_Canton,N,Hayes_Flooring
St_Mary_of_the_Angels_R_C_Church_Canton,NE,Other_Roads_Films
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Tank
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Hadfield_Road
St_Mary_of_the_Angels_R_C_Church_Canton,E,Kingsway
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Canton_Rugby_&_Athletic_Club
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Tesco
St_Mary_of_the_Angels_R_C_Church_Canton,E,Statue
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Institute_of_Cancer_&_Genetics
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Jubilee_Park
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Slot_Cars_Wales_Ltd
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Cancer_Research_UK
St_Mary_of_the_Angels_R_C_Church_Canton,E,Drinking_Fountain
St_Mary_of_the_Angels_R_C_Church_Canton,E,Castle_Ka
St_Mary_of_the_Angels_R_C_Church_Canton,N,Celtic_Road
St_Mary_of_the_Angels_R_C_Church_Canton,N,Geoff_Flynn
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Cancer_Research_Wales_Library_Within_Velindre_Hospital
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Octopus_Creative_Design
St_Mary_of_the_Angels_R_C_Church_Canton,N,C_G_Rees_Supply_Ltd
St_Mary_of_the_Angels_R_C_Church_Canton,NW,Boiler_Plant_Maintenance_Glamorgan_Ltd
St_Mary_of_the_Angels_R_C_Church_Canton,E,Statue-1
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Playin_Field
St_Mary_of_the_Angels_R_C_Church_Canton,N,Hall_Bookkeeping
St_Mary_of_the_Angels_R_C_Church_Canton,SW,K-F-C_Ltd
St_Mary_of_the_Angels_R_C_Church_Canton,E,Water
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Ladbrokes_Plc
St_Mary_of_the_Angels_R_C_Church_Canton,SW,R_A_S
St_Mary_of_the_Angels_R_C_Church_Canton,SW,McDonalds_Restaurant
St_Mary_of_the_Angels_R_C_Church_Canton,S,Bus_Depot
St_Mary_of_the_Angels_R_C_Church_Canton,SW,Tuck_in_Grill_House
Techniquest,NW,Cardiff_Athletics_Stadium
Techniquest,NW,Cardiff_City_Stadium
Techniquest,E,Mermaid_Quay
Techniquest,S,St_Davids_Hotel_&_Spa
Techniquest,N,Ing_Direct
Techniquest,W,Business_Centre
Techniquest,NE,Hollywood_Bowl
Techniquest,NE,Road_Tunnel
Techniquest,E,Mermaid_Quay_Waterbus
Techniquest,SW,Taxi_Vans_Cardiff
Techniquest,NE,Grosvenor_Casinos
Techniquest,SW,Cardiff_House_Clearance
Techniquest,NW,Jubilee_Park
Techniquest,NE,Cash_Machine-TRM_Corporation
Techniquest,N,Stephen_Doughty_MP-Cardiff_South_&_Penarth
Techniquest,S,Cadwyn_Capital_LLP
Techniquest,N,Recreation_Ground
Techniquest,NW,Bishop_&_Olden_Solicitors
Techniquest,W,Sewage_Pumping_Station
Techniquest,S,Travelling_Crane
Techniquest,NW,K-F-C_Ltd
Techniquest,NE,Fountain
Techniquest,NE,Bar
Techniquest,S,Cardiff_Bay_Yacht_Club
Techniquest,NW,Adelaide_Street
Techniquest,NW,Institute_of_Welsh_Affairs
Techniquest,NE,Craft_in_the_Bay
Techniquest,SW,Lagoons_&_Wetlands_Nature_Reserve
Techniquest,NE,Makers_Guild_in_Wales_Craft_in_the_Bay
Techniquest,NW,McDonalds_Restaurant
Techniquest,NE,The_Makers_Guild
Techniquest,NW,Bus_Depot
Techniquest,S,Graving_Dock_No-3
Techniquest,E,Cadwaladers_Ice_Cream
Ty_Pont_Haearn,W,Altolusso
Ty_Pont_Haearn,N,Holland_House_Cardiff
Ty_Pont_Haearn,W,Meridian_Gate_Cardiff
Ty_Pont_Haearn,W,Motorpoint_Arena_Cardiff
Ty_Pont_Haearn,S,Wales_Millennium_Centre
Ty_Pont_Haearn,N,Cardiff_Queen_Street_railway_station
Ty_Pont_Haearn,S,Hollywood_Bowl
Ty_Pont_Haearn,NE,Back_on_the_Move
Ty_Pont_Haearn,S,Lloyd_George_Avenue
Ty_Pont_Haearn,S,Grosvenor_Casinos
Ty_Pont_Haearn,S,Cash_Machine-TRM_Corporation
Ty_Pont_Haearn,NE,Adam_Street
Ty_Pont_Haearn,NE,Sundial
Ty_Pont_Haearn,NE,Health_Visitors_Office
Ty_Pont_Haearn,SE,Scott_Harbour
Ty_Pont_Haearn,SE,Haul-4_U
Ty_Pont_Haearn,NW,Pipelines
Ty_Pont_Haearn,SE,Interior_Design_&_C-A-D_Workshops
Ty_Pont_Haearn,NE,Multiple_Sclerosis_Society
Ty_Pont_Haearn,S,Fountain
Ty_Pont_Haearn,S,Bar
Ty_Pont_Haearn,S,Y_Senedd
Ty_Pont_Haearn,N,Thompsons_Solicitors_LLP
Ty_Pont_Haearn,S,B_B_C_Political_Group
Ty_Pont_Haearn,S,Craft_in_the_Bay
Ty_Pont_Haearn,S,Makers_Guild_in_Wales_Craft_in_the_Bay
Ty_Pont_Haearn,NE,Four_Elms_Medical_Centres
Ty_Pont_Haearn,S,Welsh_Liberal_Democrats
Ty_Pont_Haearn,S,The_Makers_Guild
University_Hospital_of_Wales,S,Cardiff_Athletics_Stadium
University_Hospital_of_Wales,S,Cardiff_City_Stadium
University_Hospital_of_Wales,S,Cardiff_International_Sports_Stadium
University_Hospital_of_Wales,SE,Childrens_Hospital_for_Wales
University_Hospital_of_Wales,NE,Llanishen_Reservoir
University_Hospital_of_Wales,S,New_Theatre_Cardiff
University_Hospital_of_Wales,SE,RAF_Pengam_Moors
University_Hospital_of_Wales,S,St_Mary_of_the_Angels_R_C_Church_Canton
University_Hospital_of_Wales,W,Danescourt_railway_station
University_Hospital_of_Wales,NW,NatWest
University_Hospital_of_Wales,SE,Public_Telephone
University_Hospital_of_Wales,S,Cash_Machine-Royal_Bank_of_Scotland
University_Hospital_of_Wales,NE,Pontyprennau_Pharmacy
University_Hospital_of_Wales,NW,Hayes_Flooring
University_Hospital_of_Wales,S,Other_Roads_Films
University_Hospital_of_Wales,NW,Let_Wise
University_Hospital_of_Wales,N,Llys_Enfys
University_Hospital_of_Wales,S,Canton_Rugby_&_Athletic_Club
University_Hospital_of_Wales,S,Tesco
University_Hospital_of_Wales,NE,Hackerford_Rd
University_Hospital_of_Wales,S,Henrys_Cafe_Bar
University_Hospital_of_Wales,NE,Celyn_Avenue
University_Hospital_of_Wales,S,Jubilee_Park
University_Hospital_of_Wales,NW,Ion_Graphic
University_Hospital_of_Wales,S,Vitality_Gym_&_Health_Club
University_Hospital_of_Wales,N,Budd_Electrical_Spares_Department
University_Hospital_of_Wales,SE,Ty_Maeth
University_Hospital_of_Wales,SE,Sundial
University_Hospital_of_Wales,N,St_Isan
University_Hospital_of_Wales,SE,Health_Visitors_Office
University_Hospital_of_Wales,SE,Allotment_Gardens
University_Hospital_of_Wales,SE,Royal_College_of_Nursing
University_Hospital_of_Wales,S,Drinking_Fountain
University_Hospital_of_Wales,W,Celtic_Road
University_Hospital_of_Wales,W,Geoff_Flynn
University_Hospital_of_Wales,E,Monmouth_House
University_Hospital_of_Wales,W,Octopus_Creative_Design
University_Hospital_of_Wales,SE,Lighting_Tower
University_Hospital_of_Wales,NE,R_M_Guy_Gas_Services_Ltd
University_Hospital_of_Wales,NW,William_Hill
University_Hospital_of_Wales,W,C_G_Rees_Supply_Ltd
University_Hospital_of_Wales,S,Boiler_Plant_Maintenance_Glamorgan_Ltd
University_Hospital_of_Wales,S,Hair_Essentials_Ltd
University_Hospital_of_Wales,NW,Hall_Bookkeeping
University_Hospital_of_Wales,NE,Community_Centre
University_Hospital_of_Wales,S,K-F-C_Ltd
University_Hospital_of_Wales,SE,Multiple_Sclerosis_Society
University_Hospital_of_Wales,NE,Subway-1
University_Hospital_of_Wales,SE,Gypsy_Caravan_Site
University_Hospital_of_Wales,S,Maplin_Electronics
University_Hospital_of_Wales,SE,Community_Addictions_Unit
University_Hospital_of_Wales,S,Ladbrokes_Plc
University_Hospital_of_Wales,S,R_A_S
University_Hospital_of_Wales,S,McDonalds_Restaurant
University_Hospital_of_Wales,SE,Royal_College_of_Nursing-Welsh_Board
University_Hospital_of_Wales,SE,Four_Elms_Medical_Centres
University_Hospital_of_Wales,NE,Pelcare_Ltd
University_Hospital_of_Wales,N,King_Georges_Field_Playing_Fields
University_Hospital_of_Wales,S,Tuck_in_Grill_House
University_Hospital_of_Wales,NE,Three_Arches_Ave
University_Hospital_of_Wales,NE,Miranda_Parsons
Wales_Millennium_Centre,NW,Altolusso
Wales_Millennium_Centre,SW,Mermaid_Quay
Wales_Millennium_Centre,S,Pierhead_Building
Wales_Millennium_Centre,SW,Techniquest
Wales_Millennium_Centre,S,Lock
Wales_Millennium_Centre,N,Hollywood_Bowl
Wales_Millennium_Centre,NW,Lloyd_George_Avenue
Wales_Millennium_Centre,SW,Road_Tunnel
Wales_Millennium_Centre,NW,Mosaica_Medi__&_Marketing
Wales_Millennium_Centre,N,Grosvenor_Casinos
Wales_Millennium_Centre,NW,Peverel_Services_Ltd
Wales_Millennium_Centre,N,Cash_Machine-TRM_Corporation
Wales_Millennium_Centre,W,Stephen_Doughty_MP-Cardiff_South_&_Penarth
Wales_Millennium_Centre,E,Scott_Harbour
Wales_Millennium_Centre,NW,Signal_Light
Wales_Millennium_Centre,NW,Tracing_Direct_Ltd
Wales_Millennium_Centre,E,Haul-4_U
Wales_Millennium_Centre,NW,Recreation_Ground
Wales_Millennium_Centre,W,Bishop_&_Olden_Solicitors
Wales_Millennium_Centre,NE,Lighting_Tower
Wales_Millennium_Centre,NE,Interior_Design_&_C-A-D_Workshops
Wales_Millennium_Centre,NW,Bute_Terrace
Wales_Millennium_Centre,NW,Fountain
Wales_Millennium_Centre,N,Bar
Wales_Millennium_Centre,SE,Y_Senedd
Wales_Millennium_Centre,NE,Gypsy_Caravan_Site
Wales_Millennium_Centre,W,Institute_of_Welsh_Affairs
Wales_Millennium_Centre,SE,B_B_C_Political_Group
Wales_Millennium_Centre,NW,Craft_in_the_Bay
Wales_Millennium_Centre,NW,Makers_Guild_in_Wales_Craft_in_the_Bay
Wales_Millennium_Centre,SE,Welsh_Liberal_Democrats
Wales_Millennium_Centre,NW,The_Makers_Guild
Whitchurch_Hospital,NW,Castell_Coch
Whitchurch_Hospital,E,University_Hospital_of_Wales
Whitchurch_Hospital,E,NatWest
Whitchurch_Hospital,NW,Electricity_Sub_Station
Whitchurch_Hospital,E,Hayes_Flooring
Whitchurch_Hospital,NW,Pylon
Whitchurch_Hospital,W,Tank
Whitchurch_Hospital,E,Let_Wise
Whitchurch_Hospital,NW,H_T_Fox_Roofing_&_Leadwork
Whitchurch_Hospital,E,Llys_Enfys
Whitchurch_Hospital,E,Institute_of_Cancer_&_Genetics
Whitchurch_Hospital,E,Ion_Graphic
Whitchurch_Hospital,N,Reservoir_Covered
Whitchurch_Hospital,SW,Plymouth_Earl_of_Estates_Ltd
Whitchurch_Hospital,SW,Slot_Cars_Wales_Ltd
Whitchurch_Hospital,NW,Ashvale_Contractors_Ltd
Whitchurch_Hospital,E,Cancer_Research_UK
Whitchurch_Hospital,SE,Celtic_Road
Whitchurch_Hospital,SE,Geoff_Flynn
Whitchurch_Hospital,E,Cancer_Research_Wales_Library_Within_Velindre_Hospital
Whitchurch_Hospital,S,Octopus_Creative_Design
Whitchurch_Hospital,N,William_Hill
Whitchurch_Hospital,SE,C_G_Rees_Supply_Ltd
Whitchurch_Hospital,N,Denison
Whitchurch_Hospital,S,Playin_Field
Whitchurch_Hospital,E,Hall_Bookkeeping
Whitchurch_Hospital,NW,Foot_Bridge
Whitchurch_Hospital,NW,S-G_Recruitment_Services
Whitchurch_Hospital,N,Schools_Into_Europe
Whitchurch_Hospital,NW,Nature_Reserve
Whitchurch_Hospital,E,King_Georges_Field_Playing_Fields
